ID,AMOUNT_REQUESTED,LOAN_PURPOSE,LOAN_LENGTH,STATUS,DEBT_TO_INCOME_RATIO,HOME_OWNERSHIP,FICO_MED,OPEN_CREDIT_LINES,REVOLVING_CREDIT_BALANCE,INQUIRIES_IN_THE_LAST_6_MONTHS,AGE,MONTHLY_INCOME,YEARS_EMPLOYED,STATE,INTEREST_RATE,DEFAULT,FICO_MED_DIV_TWO
102756,6700,debt consolidation,36,accepted,21.53,MORTGAGE,727.0,11.0,9007.0,9.0,31,4700.0,9.0,GA,16.0,0.0,363.5
3962,10000,moving,36,accepted,10.45,RENT,702.0,9.0,17328.0,0.0,33,7667.0,8.0,MA,12.21,0.0,351.0
83847,5775,debt consolidation,36,accepted,4.08,RENT,672.0,8.0,10088.0,2.0,46,5000.0,17.0,SC,15.31,0.0,336.0
33997,14475,credit card,36,accepted,23.69,RENT,682.0,12.0,13294.0,1.0,29,4166.67,10.0,NJ,15.27,0.0,341.0
72499,8000,debt consolidation,36,accepted,27.88,RENT,672.0,10.0,9926.0,3.0,39,2833.33,12.0,IL,17.27,1.0,336.0
92186,15000,debt consolidation,36,accepted,14.22,MORTGAGE,702.0,10.0,9237.0,0.0,39,5416.67,8.0,FL,12.12,0.0,351.0
80094,10000,debt consolidation,36,accepted,12.41,MORTGAGE,682.0,6.0,31212.0,0.0,43,4166.67,14.0,PA,17.77,1.0,341.0
32684,5600,debt consolidation,36,accepted,18.33,RENT,692.0,6.0,5033.0,2.0,33,2870.33,12.0,NY,13.49,0.0,346.0
14595,10000,home improvement,60,accepted,14.8,RENT,687.0,5.0,394.0,2.0,48,2290.0,,WV,16.32,0.0,343.5
96564,13000,debt consolidation,36,accepted,32.64,MORTGAGE,677.0,8.0,15208.0,0.0,43,5000.0,16.0,PA,14.09,0.0,338.5
79363,2100,credit card,36,accepted,25.77,RENT,682.0,8.0,21190.0,0.0,35,2555.16,17.0,MN,12.12,0.0,341.0
70571,12000,debt consolidation,36,accepted,20.48,MORTGAGE,687.0,10.0,5832.0,0.0,29,7666.67,9.0,NV,12.12,1.0,343.5
3660,1000,other,36,accepted,19.63,RENT,672.0,9.0,11189.0,2.0,39,3500.0,8.0,MI,13.16,1.0,336.0
65335,16000,small business,60,accepted,7.78,RENT,737.0,6.0,4240.0,3.0,27,4166.67,9.0,PA,14.09,0.0,368.5
36283,14000,credit card,36,accepted,21.69,RENT,732.0,12.0,13579.0,0.0,41,3162.25,16.0,IL,7.9,0.0,366.0
3406,20000,debt consolidation,36,accepted,14.63,RENT,727.0,8.0,28585.0,0.0,40,6000.0,17.0,NY,12.21,0.0,363.5
4799,17000,debt consolidation,36,accepted,6.65,MORTGAGE,762.0,7.0,6542.0,1.0,36,6333.33,14.0,AZ,11.14,0.0,381.0
21789,7350,debt consolidation,60,accepted,29.82,MORTGAGE,747.0,15.0,15093.0,1.0,33,5000.0,10.0,WA,10.74,0.0,373.5
9281,10000,major purchase,36,accepted,12.93,RENT,777.0,4.0,0.0,1.0,32,4841.67,10.0,NY,10.25,0.0,388.5
8424,20000,debt consolidation,36,accepted,8.34,MORTGAGE,712.0,10.0,46501.0,0.0,34,15416.67,17.0,PA,11.36,0.0,356.0
7967,7000,credit card,36,accepted,5.44,MORTGAGE,762.0,7.0,7196.0,0.0,35,3807.64,11.0,MN,7.14,0.0,381.0
76489,6000,other,60,accepted,9.31,RENT,717.0,12.0,27756.0,0.0,37,9583.33,8.0,CA,12.12,0.0,358.5
19321,12000,debt consolidation,36,accepted,12.32,MORTGAGE,717.0,6.0,4515.0,1.0,34,5000.0,14.0,WI,10.0,0.0,358.5
73614,4225,small business,36,accepted,14.52,MORTGAGE,752.0,17.0,3907.0,0.0,42,2583.33,11.0,NY,6.03,0.0,376.0
599,14700,debt consolidation,36,accepted,21.94,RENT,702.0,14.0,14694.0,2.0,32,3100.0,14.0,CT,12.29,0.0,351.0
11084,2500,debt consolidation,36,accepted,6.99,MORTGAGE,757.0,15.0,4658.0,2.0,34,4750.0,11.0,WI,6.76,0.0,378.5
15135,4800,moving,36,accepted,0.0,RENT,672.0,4.0,0.0,0.0,29,2500.0,8.0,CA,14.84,0.0,336.0
43572,6000,credit card,36,accepted,22.1,RENT,667.0,9.0,36748.0,3.0,30,5583.33,12.0,MI,15.96,1.0,333.5
62900,6000,credit card,36,accepted,5.65,MORTGAGE,752.0,15.0,5747.0,0.0,38,7083.33,10.0,AL,6.03,0.0,376.0
85201,1800,other,36,accepted,6.79,MORTGAGE,672.0,6.0,3394.0,2.0,35,6416.67,14.0,OK,15.31,0.0,336.0
69401,7200,debt consolidation,36,accepted,25.32,MORTGAGE,677.0,13.0,8903.0,1.0,36,3333.33,13.0,FL,15.8,0.0,338.5
52823,6000,home improvement,36,accepted,23.89,MORTGAGE,682.0,8.0,16139.0,0.0,27,8000.0,9.0,TX,12.12,0.0,341.0
2645,5000,home improvement,36,accepted,3.89,MORTGAGE,777.0,4.0,3901.0,2.0,31,2083.33,10.0,MN,9.32,0.0,388.5
62663,10500,credit card,36,accepted,12.33,MORTGAGE,667.0,9.0,18936.0,1.0,31,4583.33,11.0,PA,17.77,0.0,333.5
79948,6625,debt consolidation,36,accepted,11.68,RENT,662.0,9.0,3563.0,0.0,29,10268.25,8.0,CA,17.77,0.0,331.0
71685,16000,credit card,60,accepted,11.27,RENT,667.0,5.0,8474.0,0.0,27,4791.67,9.0,CA,22.47,0.0,333.5
11304,5000,house,60,accepted,10.38,RENT,682.0,11.0,5045.0,1.0,36,6833.33,15.0,CA,15.21,0.0,341.0
89582,20000,credit card,36,accepted,10.79,RENT,682.0,8.0,25672.0,0.0,27,12083.33,8.0,IL,8.9,1.0,341.0
23686,1500,major purchase,36,accepted,20.82,MORTGAGE,672.0,8.0,4665.0,1.0,43,7083.33,13.0,TX,13.06,0.0,336.0
28812,8000,car,36,accepted,2.86,MORTGAGE,732.0,7.0,5964.0,0.0,42,5666.67,17.0,CT,7.49,0.0,366.0
57235,18225,debt consolidation,60,accepted,32.19,MORTGAGE,707.0,19.0,29219.0,2.0,35,7166.67,10.0,AL,16.29,0.0,353.5
53062,10000,debt consolidation,36,accepted,10.73,RENT,687.0,5.0,10029.0,0.0,49,2629.0,,NC,13.99,1.0,343.5
65567,8000,small business,36,accepted,28.56,RENT,672.0,4.0,9059.0,0.0,38,2083.33,12.0,MN,17.77,1.0,336.0
104040,6000,debt consolidation,36,accepted,12.05,RENT,722.0,14.0,25090.0,4.0,35,6000.0,16.0,NJ,10.75,0.0,361.0
18942,24250,debt consolidation,60,accepted,22.74,RENT,687.0,13.0,14392.0,1.0,26,5000.0,8.0,RI,18.62,0.0,343.5
42555,8700,home improvement,36,accepted,5.02,RENT,677.0,11.0,19036.0,0.0,37,14166.67,8.0,NY,12.69,1.0,338.5
34403,20400,debt consolidation,60,accepted,10.38,RENT,727.0,8.0,11149.0,2.0,32,6733.33,13.0,VA,14.65,0.0,363.5
47998,9000,other,36,accepted,16.14,RENT,742.0,10.0,8689.0,0.0,33,3333.33,12.0,MT,6.62,0.0,371.0
70942,16100,debt consolidation,36,accepted,25.36,MORTGAGE,717.0,14.0,9737.0,0.0,41,6250.0,16.0,MO,11.14,0.0,358.5
75067,35000,debt consolidation,36,accepted,11.05,MORTGAGE,672.0,8.0,11346.0,0.0,46,7702.0,16.0,LA,21.0,1.0,336.0
21036,4600,debt consolidation,36,accepted,9.14,MORTGAGE,702.0,9.0,12942.0,0.0,33,6500.0,13.0,MO,7.66,0.0,351.0
102309,14400,credit card,36,accepted,23.04,MORTGAGE,687.0,13.0,17568.0,4.0,48,4583.33,17.0,MO,14.18,0.0,343.5
81788,5000,other,36,accepted,13.61,RENT,687.0,10.0,8436.0,0.0,35,3333.33,,NY,11.14,0.0,343.5
60201,5500,home improvement,36,accepted,2.33,OWN,662.0,3.0,2530.0,1.0,35,7500.0,13.0,GA,19.05,1.0,331.0
11835,25000,debt consolidation,60,accepted,20.23,MORTGAGE,722.0,13.0,21168.0,2.0,38,5416.67,16.0,PA,13.98,0.0,361.0
3532,20000,home improvement,36,accepted,2.89,MORTGAGE,742.0,6.0,6863.0,4.0,40,5050.0,17.0,AL,11.89,0.0,371.0
19831,10000,debt consolidation,36,accepted,9.59,RENT,682.0,3.0,4902.0,0.0,27,1658.0,8.0,MA,17.14,0.0,341.0
56446,17000,debt consolidation,36,accepted,23.6,RENT,742.0,16.0,5992.0,4.0,38,5416.67,17.0,NJ,9.76,0.0,371.0
92839,25000,credit card,60,accepted,23.62,MORTGAGE,667.0,16.0,25348.0,1.0,37,5000.0,9.0,TX,22.47,1.0,333.5
74939,5000,debt consolidation,36,accepted,7.28,RENT,712.0,9.0,4572.0,0.0,27,8666.67,7.0,NY,7.9,0.0,356.0
59190,6000,credit card,36,accepted,21.34,MORTGAGE,687.0,19.0,15107.0,2.0,47,5416.67,17.0,RI,13.11,0.0,343.5
56692,8000,credit card,36,accepted,7.32,RENT,672.0,8.0,5350.0,2.0,32,5833.33,11.0,NY,17.27,0.0,336.0
84593,12000,wedding,36,accepted,15.33,RENT,697.0,10.0,9624.0,1.0,31,8666.67,8.0,CA,14.09,0.0,348.5
5724,3000,other,36,accepted,13.42,RENT,722.0,9.0,2541.0,2.0,34,4500.0,7.0,NY,8.94,0.0,361.0
15351,5000,major purchase,60,accepted,11.52,RENT,772.0,6.0,1108.0,0.0,37,1667.0,10.0,NY,6.17,0.0,386.0
70412,3200,debt consolidation,36,accepted,16.17,MORTGAGE,707.0,9.0,4283.0,1.0,30,3750.0,12.0,CA,10.16,0.0,353.5
77240,7625,credit card,36,accepted,15.79,RENT,672.0,4.0,8030.0,0.0,37,3166.67,11.0,NC,18.49,0.0,336.0
27710,3000,other,60,accepted,0.0,OWN,692.0,3.0,0.0,0.0,42,1471.0,12.0,MN,22.11,0.0,346.0
25655,5000,home improvement,36,accepted,6.62,MORTGAGE,732.0,4.0,7187.0,1.0,40,3125.0,8.0,NC,11.49,0.0,366.0
27832,18500,debt consolidation,36,accepted,7.96,RENT,687.0,6.0,13490.0,0.0,36,5000.0,17.0,NY,12.99,0.0,343.5
80208,18000,debt consolidation,36,accepted,15.45,MORTGAGE,692.0,11.0,13877.0,0.0,30,4000.0,11.0,OR,14.09,1.0,346.0
27425,4200,car,36,accepted,11.53,RENT,697.0,11.0,10067.0,0.0,43,3000.0,13.0,GA,10.59,0.0,348.5
34961,19000,credit card,60,accepted,13.79,MORTGAGE,732.0,9.0,16348.0,0.0,39,4791.67,11.0,NJ,11.71,0.0,366.0
38145,15000,debt consolidation,36,accepted,7.29,RENT,677.0,5.0,5355.0,1.0,30,7916.67,13.0,MD,16.77,0.0,338.5
77673,18625,credit card,60,accepted,22.98,RENT,682.0,15.0,26050.0,2.0,40,4000.0,15.0,AL,19.72,1.0,341.0
51812,6075,debt consolidation,36,accepted,28.25,RENT,722.0,8.0,11539.0,0.0,45,1083.33,,OR,7.62,0.0,361.0
94947,12500,debt consolidation,36,accepted,17.67,MORTGAGE,692.0,7.0,8221.0,3.0,35,3916.67,17.0,TX,15.31,0.0,346.0
49573,5000,debt consolidation,36,accepted,4.91,RENT,667.0,12.0,8225.0,1.0,33,7083.33,12.0,CA,15.31,1.0,333.5
50398,20000,debt consolidation,36,accepted,21.42,RENT,682.0,12.0,24352.0,1.0,33,5000.0,8.0,CO,15.81,0.0,341.0
40343,9600,credit card,36,accepted,15.04,RENT,687.0,17.0,7713.0,1.0,39,4250.0,8.0,PA,13.49,1.0,343.5
52548,3600,credit card,36,accepted,11.34,RENT,697.0,14.0,4467.0,0.0,39,2108.33,,MI,9.76,0.0,348.5
96704,14075,other,36,accepted,12.96,RENT,692.0,6.0,13036.0,0.0,32,3033.33,15.0,NY,18.75,0.0,346.0
10059,3000,major purchase,36,accepted,11.31,RENT,737.0,9.0,0.0,2.0,35,3500.0,10.0,CT,7.51,0.0,368.5
82534,35000,debt consolidation,36,accepted,25.56,RENT,762.0,12.0,40782.0,1.0,44,9220.0,16.0,NY,10.16,0.0,381.0
25767,1700,car,36,accepted,5.2,RENT,752.0,4.0,4527.0,0.0,35,2250.0,12.0,VA,6.99,0.0,376.0
9244,8800,other,36,accepted,20.73,MORTGAGE,792.0,6.0,306.0,4.0,38,4833.0,11.0,PA,7.51,0.0,396.0
6045,24250,debt consolidation,36,accepted,17.65,MORTGAGE,742.0,16.0,81940.0,0.0,47,8910.42,16.0,CA,12.18,0.0,371.0
5073,10750,credit card,36,accepted,11.91,MORTGAGE,722.0,9.0,12619.0,1.0,28,4416.67,9.0,MA,11.14,0.0,361.0
38378,6000,debt consolidation,36,accepted,24.85,MORTGAGE,662.0,13.0,6347.0,1.0,38,3264.0,16.0,CA,15.96,1.0,331.0
99189,15000,credit card,36,accepted,18.57,MORTGAGE,702.0,13.0,33389.0,0.0,35,5000.0,16.0,CA,10.16,0.0,351.0
66604,15000,credit card,36,accepted,16.38,MORTGAGE,702.0,10.0,12413.0,2.0,27,5500.0,9.0,MD,14.33,0.0,351.0
87649,10000,credit card,36,accepted,14.12,RENT,682.0,12.0,3235.0,0.0,30,7500.0,13.0,CA,13.11,0.0,341.0
58739,5950,credit card,36,accepted,21.54,MORTGAGE,692.0,9.0,47746.0,0.0,43,5000.0,17.0,FL,12.12,0.0,346.0
28808,10000,debt consolidation,36,accepted,8.23,OWN,702.0,15.0,11620.0,0.0,26,5833.33,7.0,NY,10.99,0.0,351.0
26877,4000,other,36,accepted,10.73,RENT,672.0,6.0,1651.0,1.0,36,2916.67,13.0,MA,15.23,0.0,336.0
13309,15000,home improvement,36,accepted,0.53,MORTGAGE,782.0,8.0,1343.0,1.0,39,10417.0,7.0,VA,7.88,0.0,391.0
6128,10000,debt consolidation,36,accepted,18.6,RENT,667.0,8.0,9092.0,1.0,27,2500.0,7.0,NY,15.31,0.0,333.5
70785,8875,other,36,accepted,30.46,OWN,702.0,9.0,6797.0,1.0,26,2166.67,8.0,TX,13.11,0.0,351.0
44672,2400,credit card,36,accepted,11.2,RENT,707.0,4.0,3055.0,0.0,46,2000.0,17.0,NY,10.74,0.0,353.5
13054,25000,debt consolidation,60,accepted,18.5,RENT,677.0,9.0,19548.0,0.0,28,8000.0,10.0,NJ,20.53,1.0,338.5
103426,5500,other,36,accepted,19.35,MORTGAGE,687.0,6.0,689.0,8.0,47,3937.08,17.0,FL,16.07,0.0,343.5
4545,6000,credit card,36,accepted,23.07,RENT,687.0,11.0,3334.0,0.0,33,2916.67,8.0,PA,12.53,0.0,343.5
82722,18000,debt consolidation,60,accepted,6.28,MORTGAGE,692.0,8.0,20675.0,1.0,39,7500.0,16.0,MD,19.05,1.0,346.0
40489,28000,small business,36,accepted,5.81,MORTGAGE,802.0,8.0,771.0,2.0,42,7000.0,16.0,WA,7.9,0.0,401.0
65248,7200,debt consolidation,60,accepted,25.16,MORTGAGE,752.0,13.0,7283.0,0.0,33,3750.0,12.0,LA,8.9,0.0,376.0
59279,15000,debt consolidation,36,accepted,5.59,RENT,772.0,13.0,14290.0,1.0,37,2916.67,15.0,MO,7.9,0.0,386.0
75785,11500,debt consolidation,36,accepted,10.47,RENT,702.0,6.0,9562.0,0.0,28,2916.67,7.0,AL,11.14,0.0,351.0
27764,4800,major purchase,36,accepted,10.23,MORTGAGE,792.0,13.0,10704.0,0.0,39,6333.33,17.0,FL,5.42,0.0,396.0
43707,4000,debt consolidation,36,accepted,23.4,MORTGAGE,687.0,21.0,3522.0,0.0,35,2333.33,13.0,NC,10.65,1.0,343.5
35025,15000,other,36,accepted,14.36,RENT,722.0,11.0,26902.0,0.0,31,9083.33,9.0,CA,10.65,0.0,361.0
28518,15000,debt consolidation,36,accepted,21.04,MORTGAGE,677.0,13.0,5613.0,3.0,27,5319.17,9.0,TX,17.99,0.0,338.5
42228,25000,debt consolidation,36,accepted,1.05,MORTGAGE,707.0,7.0,2839.0,0.0,40,16666.67,16.0,CA,12.42,0.0,353.5
81620,4800,other,60,accepted,27.69,RENT,682.0,9.0,6563.0,0.0,33,1560.0,7.0,TX,18.75,0.0,341.0
3204,15000,home improvement,36,accepted,13.78,MORTGAGE,707.0,8.0,21702.0,3.0,38,8750.0,8.0,MO,12.53,0.0,353.5
94092,12300,debt consolidation,36,accepted,7.15,RENT,742.0,10.0,10976.0,0.0,38,6666.67,16.0,VA,6.03,0.0,371.0
43387,24000,other,36,accepted,17.95,OWN,757.0,6.0,19509.0,0.0,33,4250.0,8.0,PA,7.51,0.0,378.5
103784,2000,other,36,accepted,20.5,MORTGAGE,707.0,19.0,20653.0,5.0,31,6833.33,11.0,NY,11.12,0.0,353.5
54576,14000,debt consolidation,36,accepted,22.55,MORTGAGE,712.0,8.0,25026.0,0.0,38,8750.0,17.0,NJ,9.76,0.0,356.0
47468,10000,debt consolidation,36,accepted,5.95,OWN,702.0,5.0,10752.0,0.0,29,5000.0,10.0,NJ,12.12,0.0,351.0
73765,5000,other,60,accepted,11.8,RENT,692.0,7.0,8745.0,1.0,31,5416.67,11.0,VA,16.29,0.0,346.0
36519,6000,credit card,36,accepted,11.68,RENT,672.0,6.0,9482.0,0.0,30,2500.0,9.0,VA,12.42,1.0,336.0
90239,10050,debt consolidation,36,accepted,6.07,RENT,712.0,9.0,7413.0,1.0,44,2916.67,13.0,CA,14.33,0.0,356.0
45980,4800,debt consolidation,36,accepted,19.07,RENT,722.0,12.0,6813.0,3.0,28,1500.0,8.0,OH,7.9,0.0,361.0
55803,14400,debt consolidation,36,accepted,5.9,MORTGAGE,702.0,15.0,10017.0,0.0,47,6833.33,17.0,CA,10.74,0.0,351.0
98051,11625,debt consolidation,36,accepted,16.73,RENT,697.0,8.0,17469.0,0.0,37,2833.33,16.0,CA,15.31,0.0,348.5
62884,18200,credit card,36,accepted,7.95,RENT,722.0,13.0,16184.0,2.0,32,4750.0,9.0,NY,10.16,0.0,361.0
16406,20000,debt consolidation,36,accepted,15.68,MORTGAGE,712.0,9.0,32392.0,1.0,39,9160.0,17.0,TX,13.35,0.0,356.0
37065,9600,credit card,60,accepted,12.9,RENT,697.0,7.0,13648.0,1.0,47,3333.33,17.0,NY,17.27,0.0,348.5
4644,9000,car,36,accepted,0.48,RENT,717.0,6.0,0.0,1.0,31,4833.0,10.0,MD,11.83,0.0,358.5
57169,35000,debt consolidation,60,accepted,27.69,RENT,727.0,15.0,29300.0,0.0,41,8083.33,16.0,MD,18.25,0.0,363.5
33050,1900,debt consolidation,36,accepted,19.27,MORTGAGE,737.0,12.0,18397.0,2.0,38,6000.0,16.0,PA,7.51,0.0,368.5
46324,20000,debt consolidation,36,accepted,15.34,RENT,712.0,8.0,12394.0,1.0,38,5166.67,12.0,FL,13.67,0.0,356.0
20367,2400,wedding,36,accepted,9.54,MORTGAGE,677.0,6.0,2174.0,0.0,38,3166.67,8.0,MN,10.37,0.0,338.5
36837,4500,debt consolidation,36,accepted,15.87,MORTGAGE,677.0,15.0,11963.0,0.0,37,3333.33,12.0,CA,11.71,0.0,338.5
68829,12000,debt consolidation,36,accepted,19.41,MORTGAGE,712.0,10.0,32028.0,1.0,38,8750.0,11.0,TX,12.12,0.0,356.0
694,10000,debt consolidation,36,accepted,5.91,MORTGAGE,732.0,16.0,18343.0,0.0,40,7500.0,14.0,GA,8.63,0.0,366.0
61873,11575,debt consolidation,36,accepted,17.47,MORTGAGE,732.0,8.0,5654.0,0.0,47,2833.33,16.0,TX,7.9,0.0,366.0
94081,20000,credit card,36,accepted,21.61,MORTGAGE,722.0,14.0,27904.0,1.0,40,8161.33,14.0,DC,6.62,0.0,361.0
101622,6000,debt consolidation,36,accepted,10.23,RENT,642.0,6.0,4103.0,0.0,40,6500.0,7.0,MD,14.7,1.0,321.0
21900,2800,debt consolidation,36,accepted,20.32,RENT,702.0,4.0,8717.0,0.0,35,3250.0,11.0,CA,10.0,0.0,351.0
70285,6000,credit card,36,accepted,9.93,RENT,682.0,6.0,5815.0,1.0,31,4250.0,9.0,CA,14.09,0.0,341.0
16069,20000,debt consolidation,36,accepted,15.16,RENT,737.0,10.0,20965.0,0.0,41,9208.0,10.0,CO,6.91,0.0,368.5
57923,22000,debt consolidation,60,accepted,18.28,MORTGAGE,722.0,9.0,20181.0,0.0,43,6083.33,15.0,MI,13.99,0.0,361.0
99914,10000,debt consolidation,36,accepted,20.34,RENT,677.0,9.0,8066.0,0.0,42,5416.67,17.0,MI,13.11,1.0,338.5
100662,9450,credit card,36,accepted,11.74,MORTGAGE,692.0,13.0,17639.0,2.0,35,4666.67,16.0,IL,12.12,0.0,346.0
20530,10400,debt consolidation,36,accepted,13.02,MORTGAGE,727.0,10.0,19656.0,3.0,38,6354.0,16.0,CA,7.66,0.0,363.5
20329,15875,debt consolidation,60,accepted,22.1,RENT,722.0,5.0,14289.0,2.0,41,3000.0,9.0,CA,15.28,0.0,361.0
53424,18000,other,60,accepted,14.89,MORTGAGE,732.0,7.0,4038.0,0.0,35,8333.33,12.0,VA,12.12,0.0,366.0
47764,8000,other,36,accepted,2.93,RENT,712.0,8.0,5540.0,0.0,30,5000.0,8.0,NY,8.9,0.0,356.0
94950,12000,moving,36,accepted,20.06,RENT,762.0,8.0,14163.0,0.0,31,4166.67,9.0,NY,14.33,0.0,381.0
15213,20000,debt consolidation,60,accepted,12.36,OWN,797.0,9.0,7960.0,2.0,48,5000.0,17.0,NY,6.54,0.0,398.5
38976,10000,debt consolidation,36,accepted,18.55,RENT,662.0,9.0,7565.0,3.0,37,2916.67,11.0,CA,16.77,0.0,331.0
40113,24500,debt consolidation,60,accepted,23.02,RENT,682.0,13.0,18906.0,0.0,48,4497.0,16.0,MD,19.03,0.0,341.0
71538,10000,debt consolidation,36,accepted,19.58,RENT,697.0,17.0,16348.0,0.0,42,6250.0,12.0,CA,12.12,0.0,348.5
48972,3600,credit card,36,accepted,26.21,MORTGAGE,737.0,19.0,25.0,2.0,32,4166.67,10.0,OH,7.9,0.0,368.5
31876,12000,debt consolidation,60,accepted,6.94,MORTGAGE,672.0,8.0,4904.0,0.0,34,5445.0,16.0,OR,17.49,0.0,336.0
48894,6950,credit card,36,accepted,20.71,OWN,687.0,7.0,18814.0,0.0,38,4583.33,17.0,IL,10.74,0.0,343.5
74320,8525,debt consolidation,36,accepted,26.14,MORTGAGE,707.0,8.0,31398.0,0.0,35,4583.33,17.0,MT,10.16,0.0,353.5
65600,5000,credit card,36,accepted,28.51,RENT,692.0,14.0,5957.0,2.0,33,2750.0,9.0,CO,14.33,0.0,346.0
38529,4800,debt consolidation,60,accepted,13.81,RENT,697.0,13.0,16302.0,0.0,48,3750.0,16.0,OR,18.25,0.0,348.5
18088,6000,debt consolidation,36,accepted,21.36,MORTGAGE,667.0,11.0,4363.0,3.0,36,5000.0,16.0,NV,13.35,0.0,333.5
47960,4000,small business,60,accepted,9.03,RENT,682.0,19.0,2177.0,2.0,37,3700.0,9.0,VA,19.22,1.0,341.0
48295,14000,debt consolidation,36,accepted,14.67,RENT,747.0,12.0,16648.0,0.0,46,7500.0,17.0,CA,6.03,0.0,373.5
46245,23500,debt consolidation,36,accepted,19.48,RENT,687.0,7.0,20542.0,0.0,31,4000.0,,CA,14.65,1.0,343.5
16524,2000,major purchase,36,accepted,2.63,RENT,747.0,9.0,736.0,0.0,38,1600.0,9.0,CA,6.17,0.0,373.5
92631,24000,credit card,60,accepted,11.77,MORTGAGE,677.0,11.0,20676.0,3.0,34,7800.0,9.0,NJ,16.29,0.0,338.5
31000,3000,credit card,36,accepted,21.3,OWN,712.0,10.0,3168.0,1.0,27,2333.33,7.0,MO,9.99,0.0,356.0
86532,7000,credit card,36,accepted,1.41,RENT,727.0,4.0,5093.0,0.0,40,12500.0,13.0,FL,7.9,0.0,363.5
8102,18000,credit card,36,accepted,6.24,MORTGAGE,692.0,13.0,14838.0,0.0,40,8333.33,17.0,IL,13.48,1.0,346.0
3112,9000,debt consolidation,36,accepted,8.21,MORTGAGE,672.0,7.0,19696.0,1.0,41,4167.0,10.0,CA,14.11,0.0,336.0
31448,11000,debt consolidation,36,accepted,4.26,MORTGAGE,697.0,11.0,4124.0,0.0,29,6666.67,11.0,SC,10.99,0.0,348.5
51408,6000,major purchase,36,accepted,14.99,RENT,722.0,10.0,2928.0,0.0,40,4416.67,9.0,IL,7.9,0.0,361.0
6646,6500,debt consolidation,36,accepted,18.0,RENT,787.0,5.0,2816.0,0.0,38,1500.0,8.0,NH,7.74,0.0,393.5
87572,19500,credit card,36,accepted,9.79,RENT,677.0,16.0,14957.0,1.0,40,10000.0,9.0,MD,18.49,0.0,338.5
93794,18000,debt consolidation,60,accepted,13.98,MORTGAGE,687.0,11.0,14890.0,2.0,48,12916.67,16.0,KS,14.33,0.0,343.5
54455,30000,debt consolidation,60,accepted,17.39,MORTGAGE,667.0,21.0,56145.0,1.0,36,7083.33,17.0,FL,23.33,0.0,333.5
93742,10000,debt consolidation,36,accepted,5.82,RENT,662.0,14.0,11394.0,0.0,37,8750.0,10.0,LA,14.09,0.0,331.0
12860,16000,debt consolidation,60,accepted,12.86,MORTGAGE,702.0,11.0,19407.0,1.0,35,5427.42,11.0,WA,15.58,0.0,351.0
18447,8000,wedding,36,accepted,9.67,RENT,667.0,6.0,12110.0,1.0,38,7758.33,8.0,TX,13.72,1.0,333.5
71782,14500,debt consolidation,36,accepted,28.29,MORTGAGE,702.0,12.0,18020.0,2.0,45,5988.67,16.0,WA,13.11,0.0,351.0
7789,12000,other,36,accepted,19.02,RENT,722.0,9.0,11779.0,0.0,40,5000.0,8.0,VA,10.62,0.0,361.0
19675,4500,car,36,accepted,1.23,RENT,672.0,5.0,1847.0,1.0,30,11500.0,7.0,CA,13.43,0.0,336.0
5858,16500,debt consolidation,36,accepted,17.44,RENT,727.0,7.0,24351.0,1.0,27,4810.08,10.0,TX,11.83,0.0,363.5
43307,10000,debt consolidation,36,accepted,14.32,MORTGAGE,707.0,9.0,17161.0,0.0,37,3666.67,8.0,MN,9.91,0.0,353.5
88490,35000,credit card,60,accepted,13.4,MORTGAGE,692.0,7.0,26633.0,0.0,34,9166.67,7.0,CA,19.05,0.0,346.0
101891,21000,home improvement,36,accepted,21.28,OWN,747.0,31.0,270800.0,5.0,39,18333.33,8.0,CA,11.09,0.0,373.5
102234,8400,debt consolidation,36,accepted,15.71,RENT,642.0,7.0,14578.0,3.0,27,7083.33,8.0,MD,15.45,0.0,321.0
65443,6000,credit card,36,accepted,9.31,OWN,707.0,14.0,5056.0,0.0,45,1750.0,13.0,TX,7.9,0.0,353.5
47597,12000,debt consolidation,36,accepted,14.62,OWN,667.0,3.0,6309.0,0.0,35,4166.67,13.0,CT,19.22,0.0,333.5
30397,12100,small business,36,accepted,11.16,MORTGAGE,667.0,5.0,2081.0,0.0,42,6166.67,10.0,TX,16.89,0.0,333.5
92868,25000,home improvement,36,accepted,4.79,MORTGAGE,677.0,5.0,8811.0,0.0,44,6833.33,15.0,MD,14.09,1.0,338.5
89683,16000,debt consolidation,36,accepted,14.48,MORTGAGE,782.0,11.0,71838.0,1.0,46,7333.33,16.0,CA,6.03,0.0,391.0
48006,27000,home improvement,36,accepted,22.32,MORTGAGE,692.0,9.0,6658.0,1.0,46,8583.33,15.0,SC,18.25,0.0,346.0
66892,12250,debt consolidation,36,accepted,17.21,OWN,667.0,7.0,10523.0,0.0,43,2916.67,13.0,LA,18.75,0.0,333.5
79618,10000,debt consolidation,36,accepted,22.6,RENT,667.0,12.0,12938.0,2.0,41,2500.0,10.0,AZ,17.77,0.0,333.5
75159,14075,debt consolidation,36,accepted,25.7,OWN,682.0,13.0,11907.0,2.0,29,4000.0,11.0,VA,15.31,1.0,341.0
48624,13100,debt consolidation,36,accepted,23.24,RENT,662.0,19.0,19607.0,1.0,40,7968.75,16.0,NY,18.55,0.0,331.0
